paper_id,cited_paper_id
95543515c290a9d0c6c3f7b94e8087936950b40c,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
9d6df0c771cd88153705f7822e5b70765bd75321,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
82524ddee00fa0895dfca43995a7ec8bdb16f0d5,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
f58b61d70caca32c265c39f539c81730b842a3df,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
9f5b82d9915d0752957602224c5056be7e749c83,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
804836b8ad86ef8042e3dcbd45442a52f031ee03,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
a8d76d84408c1fe6b1543084e6cec3dfc4ede429,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
adad17ef6f347440cab909e417920ea3888bf2cb,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
7ae2783a9196fb4bc2a610ae812d19722daddce5,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
b017bf6879e57077b4b4e180a02747b89878d7a1,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
ff1934a103c32b8214e346047459f50039f78017,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
df0926379fa3d34d99a12be72148dbc9cabcd529,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
9f2b2111cd65cc33c0c440f4f8e548b58d8dd851,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
527c2be12d95c8a95e9eb9ed8714df59cd4eb4c5,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
63288534c93f8854a34e5511d9171c5f71ec2886,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
761020759f7e9f84c3ac77f59a42862cc6a6004e,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
16b0744424f02e01fe2f01b3ea03e2862f1359fc,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
41abf43dc718e271299457bce65bccfe3feeb9d6,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
3746152e023e79b7d03cf12a560e473de2945d67,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
d5ab4aab4d30bc9f76151a50ca509030e5c1bcdc,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
68c03788224000794d5491ab459be0b2a2c38677,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
bb6adeeb3a21479cc45490a5c2ff6d8dd5e77603,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
a01a325c6f0e63146e7161d55f9b8e4a43df760e,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
256db9dba1978f004a67c86ffc321563b1aee79a,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
ef41b8874c936133c687b7e9f6309dbbf45d804a,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
4e1ef7f2928f4350249e58b7d884c41685ffa339,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
3cd521b5e249ee11d6991c66167f2561c1f9dc8b,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
b8601c86905b0184b9387b042400609febb93d10,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
d87ceda3042f781c341ac17109d1e94a717f5f60,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
5b6ba7a04d1245d7233af9874206f8b9e8fe1c44,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
747359803e9a734fa4f1338a83121a942f3da60e,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
8d446e7af03d7c7f9fe5828b2d9939e23a3ed7b0,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
f8928221d290a9cdd84d1de52e121373bc836caa,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
46c266b3d1274dacd7fce27ee8cb4d587f087a58,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
b4c06d1040185de46805041f8c5977bee7ac6e5c,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
702cd9a7a128706b8a6ec88e7424e06c326021e5,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
6bec0106bebc93fc30ec47af9779d7e327639034,6dbcc8b895dc4cfcdbeef2f40df2d359430c63de
ef41b8874c936133c687b7e9f6309dbbf45d804a,90ce37d2df4b89cc5454e421d4b2dce5f27def74
2097ff87df3cb9427c7388bc7b997ed56907d45b,90ce37d2df4b89cc5454e421d4b2dce5f27def74
730ca170962a58607e092035beb2afc4b5fa6242,90ce37d2df4b89cc5454e421d4b2dce5f27def74
74b4f16c5ac91e3e7c88ae81cc8c91416b71d151,90ce37d2df4b89cc5454e421d4b2dce5f27def74
7b1d8dfb9e6260685d9fbb8c41bfc0a35710fe41,90ce37d2df4b89cc5454e421d4b2dce5f27def74
e7af4716dd7c0b6601c0929d54a6404af6df5a33,90ce37d2df4b89cc5454e421d4b2dce5f27def74
9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,90ce37d2df4b89cc5454e421d4b2dce5f27def74
c369c9a40a36b013be3ef9c19a068f2d6578e4c3,90ce37d2df4b89cc5454e421d4b2dce5f27def74
dc52d1ede1b90bf9d296bc5b34c9310b7eaa99a2,90ce37d2df4b89cc5454e421d4b2dce5f27def74
f8928221d290a9cdd84d1de52e121373bc836caa,90ce37d2df4b89cc5454e421d4b2dce5f27def74
a4b6f802b3f416fb1af6d723e0549c5e6d34faae,90ce37d2df4b89cc5454e421d4b2dce5f27def74
072a0db716fb6f8332323f076b71554716a7271c,90ce37d2df4b89cc5454e421d4b2dce5f27def74
53b047e503f4c24602f376a774d653f7ed56c024,90ce37d2df4b89cc5454e421d4b2dce5f27def74
bb44d1472bb281c699ef556f6eb6ccc66889f2d3,90ce37d2df4b89cc5454e421d4b2dce5f27def74
8e234be4cdc34ea8deba609c31858198ad941797,90ce37d2df4b89cc5454e421d4b2dce5f27def74
2e5d2f2dc01b150dffc163a9f457848e9b5b5c38,90ce37d2df4b89cc5454e421d4b2dce5f27def74
0e466ea033b982519f351022304dccb64a46b93c,90ce37d2df4b89cc5454e421d4b2dce5f27def74
ff1934a103c32b8214e346047459f50039f78017,90ce37d2df4b89cc5454e421d4b2dce5f27def74
b204970b0503a923359bff532726666f5e0e971b,90ce37d2df4b89cc5454e421d4b2dce5f27def74
