paperId,reviewerId
133bcd7488a3c07cb0f493a87564c30e5433768c,51230514.0
133bcd7488a3c07cb0f493a87564c30e5433768c,2640588.0
133bcd7488a3c07cb0f493a87564c30e5433768c,1687984.0
fa5853fdef7d2f6bb68203d187ddacbbddc63a8b,4910251.0
fa5853fdef7d2f6bb68203d187ddacbbddc63a8b,1382297839.0
fa5853fdef7d2f6bb68203d187ddacbbddc63a8b,17139046.0
c082ccfcfe1afc696e371374146ba9380b84061e,1399485590.0
c082ccfcfe1afc696e371374146ba9380b84061e,1737505.0
c082ccfcfe1afc696e371374146ba9380b84061e,4011830.0
ed6473fd5294a0639d661e02092768f364d80f39,2652412.0
ed6473fd5294a0639d661e02092768f364d80f39,32824271.0
ed6473fd5294a0639d661e02092768f364d80f39,16126099.0
fb29359d794265c0931d756858a70c9265b5693d,2452575.0
fb29359d794265c0931d756858a70c9265b5693d,34877192.0
fb29359d794265c0931d756858a70c9265b5693d,1390051934.0
8bb6a6802027c7f2489accb0559e6f02984535c9,2242477024.0
8bb6a6802027c7f2489accb0559e6f02984535c9,2470869.0
8bb6a6802027c7f2489accb0559e6f02984535c9,39268366.0
70fe060c12b3f100148d1a2be1e8f4254022543e,2245611729.0
70fe060c12b3f100148d1a2be1e8f4254022543e,16126099.0
70fe060c12b3f100148d1a2be1e8f4254022543e,2065113442.0
6b21f79054e41060dbc3303cad2667873b20e229,2475746.0
6b21f79054e41060dbc3303cad2667873b20e229,143728483.0
6b21f79054e41060dbc3303cad2667873b20e229,8565142.0
88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad,2148761004.0
88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad,2398158.0
88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad,2150913518.0
108acf9a358512a40191d857e2456aeaaac3303b,145440656.0
108acf9a358512a40191d857e2456aeaaac3303b,50169373.0
108acf9a358512a40191d857e2456aeaaac3303b,1732926.0
4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,1398440330.0
4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,3011137.0
4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,2059337676.0
370d248f97b75c4040e5828a658bbe4c3b80bf1e,2105795.0
370d248f97b75c4040e5828a658bbe4c3b80bf1e,23579626.0
370d248f97b75c4040e5828a658bbe4c3b80bf1e,32685970.0
72d3ddf1f7210d7e70144bbc09f770ec411fe909,69410389.0
72d3ddf1f7210d7e70144bbc09f770ec411fe909,1398348791.0
72d3ddf1f7210d7e70144bbc09f770ec411fe909,153652147.0
b79ca6fd3df135a9bcf778844be625b764fbcfb3,39934542.0
b79ca6fd3df135a9bcf778844be625b764fbcfb3,2280741.0
b79ca6fd3df135a9bcf778844be625b764fbcfb3,2075006091.0
ede0a8039a561905f40777ec2ae66c2010e3f2bc,2150913617.0
ede0a8039a561905f40777ec2ae66c2010e3f2bc,2669688.0
ede0a8039a561905f40777ec2ae66c2010e3f2bc,1944541.0
9bcf291c6245a3c2ee101babf4c1f0bbfa166f92,2073870505.0
9bcf291c6245a3c2ee101babf4c1f0bbfa166f92,3218124.0
9bcf291c6245a3c2ee101babf4c1f0bbfa166f92,1729232.0
7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,1836606.0
7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,2091419565.0
7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,1804315.0
44321686d59d889af1760357940f04fbb6629597,145598514.0
44321686d59d889af1760357940f04fbb6629597,1477657524.0
44321686d59d889af1760357940f04fbb6629597,145394064.0
f9d403c58db99e2214f43e5b1740694b9c79002f,1717841.0
f9d403c58db99e2214f43e5b1740694b9c79002f,2345044.0
f9d403c58db99e2214f43e5b1740694b9c79002f,2146243452.0
8bba999de25bfb288b3f7f88e1d907aab02638b6,1732750.0
8bba999de25bfb288b3f7f88e1d907aab02638b6,1940065.0
8bba999de25bfb288b3f7f88e1d907aab02638b6,1401199158.0
2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,1394049881.0
2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,3335364.0
2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,17836661.0
f9b0b10713044c146caa84704b66804aa1e82d5e,3458479.0
f9b0b10713044c146caa84704b66804aa1e82d5e,48904373.0
f9b0b10713044c146caa84704b66804aa1e82d5e,1753333150.0
c13147ef0b86d5ec833c272840f8f3bdacf96e7f,2716703.0
c13147ef0b86d5ec833c272840f8f3bdacf96e7f,153059490.0
c13147ef0b86d5ec833c272840f8f3bdacf96e7f,1878835.0
ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,48697667.0
ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,2078394.0
ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,31453285.0
0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,2047998.0
0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,2584015.0
0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,5953896.0
1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,1382869138.0
1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,3246706.0
1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,35153466.0
f42c69dbd792155fee6f4d2c525971f8d43f138b,1681236.0
f42c69dbd792155fee6f4d2c525971f8d43f138b,1756353.0
f42c69dbd792155fee6f4d2c525971f8d43f138b,1833839.0
5b9ea2abf1c5a04b3024367409284edceb741ef2,32826718.0
5b9ea2abf1c5a04b3024367409284edceb741ef2,35792812.0
5b9ea2abf1c5a04b3024367409284edceb741ef2,3245770.0
a4b6f802b3f416fb1af6d723e0549c5e6d34faae,143833225.0
a4b6f802b3f416fb1af6d723e0549c5e6d34faae,1815350.0
a4b6f802b3f416fb1af6d723e0549c5e6d34faae,49865252.0
648ba966b63975c6859e1948ae3ddc30053884e4,98773772.0
648ba966b63975c6859e1948ae3ddc30053884e4,2150913368.0
648ba966b63975c6859e1948ae3ddc30053884e4,33791144.0
deb4e0c46f2e389ec5e4528f9dcee643bb6a15fa,1753210.0
deb4e0c46f2e389ec5e4528f9dcee643bb6a15fa,1979489.0
deb4e0c46f2e389ec5e4528f9dcee643bb6a15fa,2145948766.0
12f62537251cf8eb76fa11c59df68d2211008898,46888415.0
12f62537251cf8eb76fa11c59df68d2211008898,38959541.0
12f62537251cf8eb76fa11c59df68d2211008898,2036336.0
82620503cacf8ff6f8f3490e7bdf7508f1ab2021,14677344.0
82620503cacf8ff6f8f3490e7bdf7508f1ab2021,2090755379.0
82620503cacf8ff6f8f3490e7bdf7508f1ab2021,2165664267.0
8ece479b5dfed4727d2d9b9763f777bb9a94096e,3974472.0
8ece479b5dfed4727d2d9b9763f777bb9a94096e,3070293.0
8ece479b5dfed4727d2d9b9763f777bb9a94096e,2115378056.0
398b154013db9d8025bf60f910bc156dedd9b40e,47744684.0
398b154013db9d8025bf60f910bc156dedd9b40e,2109575289.0
398b154013db9d8025bf60f910bc156dedd9b40e,37996742.0
a11e157cb828b800426223f0a3d79e8fb122c8cc,2716703.0
a11e157cb828b800426223f0a3d79e8fb122c8cc,1572944977.0
a11e157cb828b800426223f0a3d79e8fb122c8cc,3089272.0
0669286d8d4ca8ec2fdf16b7813157c21eb690be,144308320.0
0669286d8d4ca8ec2fdf16b7813157c21eb690be,2980450.0
0669286d8d4ca8ec2fdf16b7813157c21eb690be,2780213.0
e57f360d4ffd1d3aa1dfbcc92d35b506f46f3afd,1403960481.0
e57f360d4ffd1d3aa1dfbcc92d35b506f46f3afd,26331346.0
